index,room_id,host_id,room_type,country,city,neighborhood,address,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,deleted,minstay,last_modified,latitude,longitude,survey_id,location,coworker_hosted,extra_host_languages,name,property_type,currency,rate_type
2268,20970666,8661095,Entire home/apt,,,,"San Nicolas, Buenos Aires, Argentina",4,5.0,4,1.0,1.0,727.0,0,,2018-02-09T05:38:08Z,-34.601871,-58.381848,1,0101000020E610000081053065E0304DC096B4E21B0A4D41C0,,,Departamento Buenos Aires 3! ( Frente al Obelisco),Apartment,ARS,nightly
2269,22908490,116320339,Entire home/apt,,,,"San Nicolas, Buenos Aires, Argentina",0,,2,1.0,1.0,727.0,0,,2018-02-09T05:38:08Z,-34.60378,-58.382316,1,0101000020E6100000685E0EBBEF304DC04CFDBCA9484D41C0,,,"""Sweet Apapachos"" near the Obelisco",Apartment,ARS,nightly
2270,14166901,8836376,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",89,5.0,4,0.0,1.0,525.0,0,,2018-02-09T03:46:11Z,-34.615145,-58.385573,1,0101000020E61000003D9CC0745A314DC022A64412BD4E41C0,,,Beautiful loft in central location,Loft,ARS,nightly
2271,15766415,3263347,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",1,,3,1.0,1.0,707.0,0,,2018-02-09T06:30:43Z,-34.590398,-58.418377,1,0101000020E61000000533A6608D354DC0D9CF6229924B41C0,,,Casa Buika Del Signo,Apartment,ARS,nightly
2272,22792890,73430282,Entire home/apt,,,,"San Nicolas, Buenos Aires, Argentina",0,,3,0.0,1.0,586.0,0,,2018-02-09T05:38:08Z,-34.604104,-58.378357,1,0101000020E6100000399B8E006E304DC0FFB0A547534D41C0,,,Comfortable and silent at down town Buenos Aires,Apartment,ARS,nightly
2273,17587277,4951469,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",1,,1,1.0,1.0,505.0,0,,2018-02-09T03:57:26Z,-34.596462,-58.372998,1,0101000020E610000099BC0166BE2F4DC044A7E7DD584C41C0,,,Luminous studio in Plaza San Martin,Condominium,ARS,nightly
2274,20897047,121200122,Entire home/apt,,,,"San Nicolas, Buenos Aires, Argentina",4,5.0,4,1.0,1.0,404.0,0,,2018-02-09T03:57:27Z,-34.598716,-58.376317,1,0101000020E6100000E4F6CB272B304DC0C5CBD3B9A24C41C0,,,Cálido departamento sobre calle Florida,Apartment,ARS,nightly
2275,11786001,23006954,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,,1,2.0,2.0,525.0,0,,2018-02-09T03:57:27Z,-34.597035,-58.374906,1,0101000020E61000007F8978EBFC2F4DC09FC893A46B4C41C0,,,BEAUTIFUL AND BRIGHT APARTMENT in DOWNTWON-RETIRO,Apartment,ARS,nightly
2276,9587529,49624989,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",3,4.0,2,0.0,1.0,444.0,0,,2018-02-09T03:57:27Z,-34.597102,-58.374978,1,0101000020E6100000185C7347FF2F4DC027309DD66D4C41C0,,,ALQUILER TEMPORARIO,Apartment,ARS,nightly
2277,22924217,165806564,Entire home/apt,,,,"Comuna 1, Buenos Aires, Argentina",0,,2,1.0,1.0,363.0,0,,2018-02-09T03:57:27Z,-34.597428,-58.377752,1,0101000020E6100000D2FF722D5A304DC07BDB4C85784C41C0,,,amplio monoambiente barato en microcentro,Apartment,ARS,nightly
2278,18414412,127599006,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",15,5.0,2,1.0,1.0,485.0,0,,2018-02-09T03:46:11Z,-34.596771,-58.381418,1,0101000020E6100000880D164ED2304DC0C119FCFD624C41C0,,,"Excellent Downtown Flat w/Private Bathroom,Obelisk",Apartment,ARS,nightly
2279,22764090,144816085,Entire home/apt,,,,"Recoleta, Buenos Aires, Argentina",0,,2,4.0,2.0,464.0,0,,2018-02-09T03:46:11Z,-34.587732,-58.388108,1,0101000020E610000072A8DF85AD314DC006685BCD3A4B41C0,,,Departamento en Recoleta,Apartment,ARS,nightly
2280,22995639,170530128,Entire home/apt,,,,"Buenos Aires, CABA, Argentina",0,,1,0.0,1.0,363.0,0,,2018-02-09T03:46:11Z,-34.600189,-58.380279,1,0101000020E6100000842D76FBAC304DC0A0353FFED24C41C0,,,MonoAmbiente en Microcentro,Apartment,ARS,nightly
2281,18999771,132451563,Entire home/apt,,,,"Retiro, Buenos Aires, Argentina",0,,12,6.0,2.0,404.0,0,,2018-02-09T03:57:27Z,-34.597456,-58.373314,1,0101000020E6100000C991CEC0C82F4DC045662E70794C41C0,,,CASA FENIX - TU ESPACIO PORTEÑO EN BUENOS AIRES,Condominium,ARS,nightly
2282,20747017,148539519,Entire home/apt,,,,"San Nicolas, Buenos Aires, Argentina",0,,3,1.0,1.0,626.0,0,,2018-02-09T05:38:08Z,-34.604052,-58.378855,1,0101000020E61000008A7615527E304DC0AD8A7093514D41C0,,,Perfecto!!! Cerca de todos los lugares turísticos,Apartment,ARS,nightly
2283,21184704,94391544,Entire home/apt,,,,"San Nicolas, Buenos Aires, Argentina",32,4.5,2,1.0,1.0,404.0,0,,2018-02-09T03:46:11Z,-34.600468,-58.375775,1,0101000020E6100000C3D32B6519304DC0B325AB22DC4C41C0,,,Luminoso y pequeño departamento en el Obelisco,Apartment,ARS,nightly
2284,22965412,121251767,Entire home/apt,,,,"San Nicolas, Buenos Aires, Argentina",0,,2,0.0,1.0,525.0,0,,2018-02-09T03:46:11Z,-34.602538,-58.378844,1,0101000020E61000009624CFF57D304DC0734C16F71F4D41C0,,,Cozy studio at Obelisco -20%OFF SUPER OFFER,Apartment,ARS,nightly
2285,22909049,169590671,Entire home/apt,,,,"Ingeniero J. Allan, Buenos Aires, Argentina",1,,2,1.0,1.0,525.0,0,,2018-02-09T03:46:11Z,-34.592577,-58.393883,1,0101000020E6100000A6B915C26A324DC04FAE2990D94B41C0,,,Ivo's House,Other,ARS,nightly
2286,22491114,164953671,Entire home/apt,,,,"Recoleta, Buenos Aires, Argentina",2,,3,1.0,1.0,384.0,0,,2018-02-09T03:46:11Z,-34.594813,-58.396926,1,0101000020E61000004F779E78CE324DC02A1E17D5224C41C0,,,Luminoso Departamento 2 Ambientes,Apartment,ARS,nightly
2287,22449882,31046396,Entire home/apt,,,,"Buenos Aires, Buenos Aires, Argentina",0,,2,1.0,1.0,525.0,0,,2018-02-09T03:46:11Z,-34.597032,-58.403463,1,0101000020E6100000B212F3ACA4334DC02E55698B6B4C41C0,,,Amazing and cozy apartment in Recoleta!!,Apartment,ARS,nightly
2288,11531854,26003873,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",59,5.0,3,0.0,1.0,626.0,0,,2018-02-09T05:38:08Z,-34.602392,-58.378956,1,0101000020E6100000BE4F55A181304DC09FAF592E1B4D41C0,,,Gran Studio con la mejor ubicacion!,Apartment,ARS,nightly
2289,12210922,50375887,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,,1,0.0,1.0,303.0,0,,2018-02-09T03:38:18Z,-34.599694,-58.42631,1,0101000020E610000098FA795391364DC0C0CDE2C5C24C41C0,,,Mono ambiente amplio y luminos,Apartment,ARS,nightly
2290,21444164,21251131,Entire home/apt,,,,"Palermo, Buenos Aires, Argentina",1,,2,0.0,1.0,687.0,0,,2018-02-09T06:30:43Z,-34.590974,-58.420839,1,0101000020E6100000D0F0660DDE354DC0A6643909A54B41C0,,,EXCELENTE STUDIO EN PALERMO SOHO,Apartment,ARS,nightly
2291,16336680,56444767,Entire home/apt,,,,"Retiro, Buenos Aires, Argentina",2,,3,1.0,1.0,505.0,0,,2018-02-09T03:57:37Z,-34.596392,-58.383399,1,0101000020E6100000D828EB3713314DC04BCCB392564C41C0,,,Studio amplio y cómodo en Recoleta-Distrito UCES,Apartment,ARS,nightly
2292,760532,82972,Entire home/apt,,,,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",0,,2,1.0,1.0,262.0,0,,2018-02-09T03:38:18Z,-34.60788,-58.389528,1,0101000020E61000002A70B20DDC314DC03DF20703CF4D41C0,,,Alquiler Temporario Congreso Montevideo y Rivadavi,Apartment,ARS,nightly
2293,768035,82972,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,,2,1.0,,262.0,0,,2018-02-09T03:38:18Z,-34.608698,-58.388187,1,0101000020E6100000BEDD921CB0314DC0FF91E9D0E94D41C0,,,1 amb amoblado congreso Montevideo  60 y Rivadavia,Apartment,ARS,nightly
2294,5227195,82972,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,,2,0.0,1.0,262.0,0,,2018-02-09T03:38:18Z,-34.602269,-58.419153,1,0101000020E6100000998235CEA6354DC083328D26174D41C0,,,Alquiler amoblado almagro 2 pers Bulnes al 700,Apartment,ARS,nightly
2295,5344903,82972,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,,2,0.0,1.0,303.0,0,,2018-02-09T03:38:18Z,-34.593417,-58.407406,1,0101000020E6100000DB183BE125344DC0FAF19716F54B41C0,,,Palermo Charcas al 3000 amoblado,Apartment,ARS,nightly
2296,14007444,83726282,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",2,,3,1.0,1.0,464.0,0,,2018-02-09T03:57:37Z,-34.59883,-58.379127,1,0101000020E6100000EA03C93B87304DC08DEE2076A64C41C0,,,Depto cálido y al alcance de todo en Microcentro,Apartment,ARS,nightly
2297,15127734,10681965,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",5,5.0,2,0.0,1.0,525.0,0,,2018-02-09T03:57:37Z,-34.5936,-58.3832,1,0101000020E6100000E2E995B20C314DC0EB73B515FB4B41C0,,,comfortable ambiente en lo mejor de recoleta,Apartment,ARS,nightly
2298,11491662,60504151,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",3,4.0,2,0.0,1.0,424.0,0,,2018-02-09T03:57:37Z,-34.597467,-58.381133,1,0101000020E6100000933655F7C8304DC039B874CC794C41C0,,,"Amazing location, super cozy!",Apartment,ARS,nightly
2299,22385408,163704132,Entire home/apt,,,,"Belgrano, Buenos Aires, Argentina",0,,2,1.0,1.0,404.0,0,,2018-02-09T04:37:36Z,-34.557189,-58.44156,1,0101000020E6100000639CBF0985384DC071581AF8514741C0,,,Aubain,Apartment,ARS,nightly
2300,21194062,84397156,Entire home/apt,,,,"San Cristobal, Buenos Aires, Argentina",0,,4,2.0,1.0,424.0,0,,2018-02-09T05:08:53Z,-34.617876,-58.394236,1,0101000020E6100000F373435376324DC0DD7D8E8F164F41C0,,,Charmant appartement,Apartment,ARS,nightly
2301,17042999,114378211,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",2,,2,1.0,1.0,707.0,0,,2018-02-09T06:30:43Z,-34.589325,-58.4171,1,0101000020E6100000AF94658863354DC08CDB68006F4B41C0,,,"Cosy apartment near Plaza Güemes, Palermo",Apartment,ARS,nightly
2302,9623249,49780763,Entire home/apt,,,,"Capital Federal, Buenos Aires, Argentina",14,4.5,2,0.0,1.0,1019.0,0,,2018-02-09T11:26:47Z,-34.588325,-58.415041,1,0101000020E6100000E4BF401020354DC0A835CD3B4E4B41C0,,,STUDIO CON PISCINA en el edificio : SALGUERO 1675,Condominium,ARS,nightly
2303,11352302,59454706,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",1,,2,1.0,1.0,384.0,0,,2018-02-09T03:57:46Z,-34.601856,-58.377504,1,0101000020E6100000FA0D130D52304DC060730E9E094D41C0,,,Cómodo y cálido departamento.,Apartment,ARS,nightly
2304,9367095,35721695,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",2,,3,1.0,1.0,666.0,0,,2018-02-09T05:57:44Z,-34.592294,-58.392371,1,0101000020E61000000C73823639324DC0FBCE2F4AD04B41C0,,,Departamento para estar cerca de todo en Recoleta,Apartment,ARS,nightly
2305,983893,5394559,Entire home/apt,,,,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",42,4.5,4,1.0,1.0,1019.0,0,,2018-02-09T11:26:47Z,-34.588266,-58.417837,1,0101000020E61000008507CDAE7B354DC0A3ACDF4C4C4B41C0,,,Great apartment in Palermo ,Apartment,ARS,nightly
2306,982180,4757869,Entire home/apt,,,,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",157,4.5,2,1.0,1.0,666.0,0,,2018-02-09T07:39:37Z,-34.582684,-58.434875,1,0101000020E61000008B6CE7FBA9374DC084F3A963954A41C0,,,"Palermo 3, (Fitz Roy), Buenos Aires",Apartment,ARS,nightly
2307,16891895,64400227,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",9,5.0,2,1.0,1.0,323.0,0,,2018-02-09T05:08:57Z,-34.617205,-58.400041,1,0101000020E61000009207228B34334DC0BEF6CC92004F41C0,,,Monoambiente zona Congreso,Apartment,ARS,nightly
2308,21862973,152846776,Entire home/apt,,,,"Recoleta, Buenos Aires, Argentina",3,4.5,2,0.0,1.0,525.0,0,,2018-02-09T03:46:17Z,-34.585944,-58.400506,1,0101000020E610000007EDD5C743334DC0CAA48636004B41C0,,,MONOAMBIENTE AMPLIO Y COMODO EN RECOLETA,Apartment,ARS,nightly
2309,16124764,105160964,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",2,,3,1.0,1.0,525.0,0,,2018-02-09T05:08:57Z,-34.623857,-58.40865,1,0101000020E610000055C1A8A44E344DC0BA30D28BDA4F41C0,,,Dto en torre con servicios pileta gym parque,Apartment,ARS,nightly
2310,21027480,133830807,Entire home/apt,,,,"Buenos Aires, CABA, Argentina",0,,3,1.0,1.0,727.0,0,,2018-02-09T07:39:37Z,-34.588651,-58.435054,1,0101000020E61000003BFF76D9AF374DC0FCE07CEA584B41C0,,,"Niceto, Palermo",Apartment,ARS,nightly
2311,4356466,10912329,Entire home/apt,,,,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",6,4.0,2,0.0,1.0,754.0,0,,2018-02-09T11:26:47Z,-34.590323,-58.417764,1,0101000020E61000001BB96E4A79354DC0CE893DB48F4B41C0,,,Palermo Soho Cozy Studio,Apartment,ARS,nightly
2312,22606472,162899793,Entire home/apt,,,,"San Nicolas, Buenos Aires, Argentina",0,,4,1.0,1.0,464.0,0,,2018-02-09T03:57:52Z,-34.603864,-58.383741,1,0101000020E61000003291D26C1E314DC0AA9D616A4B4D41C0,,,Obelisc apartment,Apartment,ARS,nightly
2313,11039965,57290306,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,,2,1.0,1.0,505.0,0,,2018-02-09T05:09:02Z,-34.638083,-58.389488,1,0101000020E61000009C1727BEDA314DC0199128B4AC5141C0,,,Bright one room appartment with big terrace,Apartment,ARS,nightly
2314,22795149,168434173,Entire home/apt,,,,"Palermo, Buenos Aires, Argentina",0,,2,1.0,1.0,606.0,0,,2018-02-09T06:30:50Z,-34.592429,-58.426944,1,0101000020E6100000999CDA19A6364DC0DB19A6B6D44B41C0,,,SOHO AZUL,Apartment,ARS,nightly
2315,6321489,32894876,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,,3,1.0,1.0,1019.0,0,,2018-02-09T11:26:47Z,-34.590406,-58.417654,1,0101000020E61000009485AFAF75354DC05CAE7E6C924B41C0,,,Apartment in Palermo Buenos Aires,Apartment,ARS,nightly
2316,12944421,69266966,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",3,4.0,3,1.0,1.0,384.0,0,,2018-02-09T03:57:52Z,-34.599408,-58.379484,1,0101000020E610000079AD84EE92304DC0FA7ABE66B94C41C0,,,1 ambiente cerca de calle Florida/2BD studio,Apartment,ARS,nightly
2317,16396247,81727147,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",12,5.0,2,1.0,1.0,505.0,0,,2018-02-09T03:58:03Z,-34.615383,-58.37061,1,0101000020E610000008C90226702F4DC0D7C1C1DEC44E41C0,,,Cozy Studio in heart of San Telmo,Apartment,ARS,nightly
2318,1604911,8550056,Entire home/apt,,,,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",134,4.0,2,0.0,1.0,707.0,0,,2018-02-09T06:30:50Z,-34.583698,-58.428617,1,0101000020E61000003CC1FEEBDC364DC0CC5EB69DB64A41C0,,,"Studio in Palermo, Buenos Aires.",Apartment,ARS,nightly
2319,21634757,86587943,Entire home/apt,,,,"Palermo, Buenos Aires, Argentina",10,5.0,3,1.0,1.0,727.0,0,,2018-02-09T06:30:50Z,-34.592837,-58.432674,1,0101000020E61000002DEA93DC61374DC0EC6D3315E24B41C0,,,Mi Lugar en Buenos Aires II,Apartment,ARS,nightly
2320,4751526,1176317,Private room,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,,2,1.0,1.0,323.0,0,,2018-02-09T01:49:52Z,-34.623633,-58.41985,1,0101000020E6100000E09C11A5BD354DC06ADAC534D34F41C0,,,"private room en Buenos Aires, Boedo tango district",House,ARS,nightly
2321,18895912,131678677,Private room,,,,"Boedo, Buenos Aires, Argentina",0,,1,1.0,1.0,404.0,0,,2018-02-09T01:49:52Z,-34.626167,-58.419439,1,0101000020E61000005ED5592DB0354DC0CF6A813D265041C0,,,"Habitación p.1/2 personas Barrio Boedo, Capital",Apartment,ARS,nightly
2322,13416527,57311652,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",100,5.0,2,1.0,1.0,626.0,0,,2018-02-09T06:30:50Z,-34.585542,-58.422737,1,0101000020E610000092E7FA3E1C364DC09B374E0AF34A41C0,,,Studio in Palermo Soho,Apartment,ARS,nightly
2323,21124529,40999861,Entire home/apt,,,,"Palermo, Buenos Aires, Argentina",30,5.0,2,0.0,1.0,545.0,0,,2018-02-09T06:30:50Z,-34.593389,-58.427552,1,0101000020E610000071AB2006BA364DC03067B62BF44B41C0,,,Beautiful and Cozy apartment  in Palermo SOHO!,Apartment,ARS,nightly
2324,16971914,89336983,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",35,5.0,2,0.0,1.0,848.0,0,,2018-02-09T08:46:39Z,-34.593073,-58.397707,1,0101000020E6100000F4311F10E8324DC0FF91E9D0E94B41C0,,,Beautiful Apartment in Recoleta!,Apartment,ARS,nightly
2325,13467561,25438488,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",23,5.0,2,1.0,1.0,687.0,0,,2018-02-09T06:30:50Z,-34.591101,-58.423682,1,0101000020E6100000B2F336363B364DC003D19332A94B41C0,,,Charming flat in the heart of palermo soho,Apartment,ARS,nightly
2326,21343184,91795881,Entire home/apt,,,,"Monserrat, Buenos Aires, Argentina",0,,3,0.0,1.0,404.0,0,,2018-02-09T03:58:14Z,-34.615685,-58.382101,1,0101000020E61000006B6281AFE8304DC0A2D11DC4CE4E41C0,,,Alojamiento UADE,Apartment,ARS,nightly
2327,7824448,15906407,Entire home/apt,,,,"Buenos Aires, Buenos Aires, Argentina",36,4.5,2,2.0,1.0,687.0,0,,2018-02-09T08:12:38Z,-34.624285,-58.370506,1,0101000020E6100000637C98BD6C2F4DC012312592E84F41C0,,,"San Telmo, Colonial guesthouse, Charming...:-)",House,ARS,nightly
2328,17325753,90689796,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",7,5.0,2,1.0,1.0,404.0,0,,2018-02-09T03:58:14Z,-34.608962,-58.38326,1,0101000020E6100000B7EEE6A90E314DC0DD408177F24D41C0,,,Cosy apartment near Colon Theatre &amp; the Obelisco,Apartment,ARS,nightly
2329,5964838,25691208,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",39,5.0,2,0.0,1.0,525.0,0,,2018-02-09T03:58:14Z,-34.609621,-58.383849,1,0101000020E610000018CDCAF621314DC037FA980F084E41C0,,,Apartamento en Avenida de Mayo 1260,Apartment,ARS,nightly
2330,5126618,26499990,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",7,4.5,3,1.0,1.0,525.0,0,,2018-02-09T03:58:14Z,-34.614764,-58.376945,1,0101000020E610000003B2D7BB3F304DC00B613596B04E41C0,,,Very sunny apartment in SanTelmo (2 1/2 rooms),Apartment,ARS,nightly
2331,14300066,25036197,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,,2,1.0,1.0,525.0,0,,2018-02-09T03:58:14Z,-34.610864,-58.380892,1,0101000020E61000006EA7AD11C1304DC0E126A3CA304E41C0,,,Downtown Room,Apartment,ARS,nightly
2332,21512159,95599662,Entire home/apt,,,,"Buenos Aires, CABA, Argentina",5,4.5,3,0.0,1.0,606.0,0,,2018-02-09T06:30:50Z,-34.592771,-58.424891,1,0101000020E6100000B0AE0AD462364DC034828DEBDF4B41C0,,,Depto Araoz,Apartment,ARS,nightly
2333,9823764,50598163,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,,2,1.0,1.0,363.0,0,,2018-02-09T05:09:15Z,-34.619241,-58.425443,1,0101000020E6100000F4A78DEA74364DC0D2AB014A434F41C0,,,Hermoso PH 2amb amoblado y equipado,House,ARS,nightly
2334,10616674,54788255,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,,2,1.0,1.0,404.0,0,,2018-02-09T05:09:15Z,-34.620246,-58.430612,1,0101000020E6100000F1A1444B1E374DC0C7BC8E38644F41C0,,,Departamento super completo 2 ambie,Apartment,ARS,nightly
2335,5959734,30911374,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,,2,0.0,1.0,464.0,0,,2018-02-09T04:17:09Z,-34.597127,-58.385486,1,0101000020E61000006E88F19A57314DC0804754A86E4C41C0,,,Recoleta Studio Fully Equiped,Apartment,ARS,nightly
2336,22795245,160320042,Entire home/apt,,,,"Buenos Aires, Buenos Aires, Argentina",0,,1,1.0,1.5,323.0,0,,2018-02-09T04:17:09Z,-34.597958,-58.386908,1,0101000020E6100000C7478B3386314DC0D73043E3894C41C0,,,El Uno,Apartment,ARS,nightly
2337,11656668,29655584,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",0,,3,2.0,1.0,505.0,0,,2018-02-09T05:09:15Z,-34.619216,-58.41557,1,0101000020E61000007099D36531354DC079944A78424F41C0,,,Hermoso piso de estilo,Apartment,ARS,nightly
2338,12174926,45393405,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",33,4.5,2,1.0,1.0,606.0,0,,2018-02-09T06:30:50Z,-34.585929,-58.422714,1,0101000020E6100000DAC70A7E1B364DC09563B2B8FF4A41C0,,,Charming flat in Palermo Soho,Apartment,ARS,nightly
2339,20901078,38463947,Entire home/apt,,,,"Buenos Aires, Buenos Aires, Argentina",1,,2,1.0,1.0,707.0,0,,2018-02-09T06:30:50Z,-34.592852,-58.425148,1,0101000020E6100000DBFAE93F6B364DC021AF0793E24B41C0,,,Espectacular Apto en Palermo,Apartment,ARS,nightly
2340,12107585,48337423,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",59,5.0,3,0.0,1.0,727.0,0,,2018-02-09T06:30:50Z,-34.589149,-58.422549,1,0101000020E61000008FFAEB1516364DC04DBC033C694B41C0,,,Studio in Palermo/Nice&amp;cozy terrace,Apartment,ARS,nightly
2341,18227737,69872210,Entire home/apt,,,,"Recoleta, Ciudad Autónoma de Buenos Aires, Argentina",61,5.0,2,0.0,1.0,404.0,0,,2018-02-09T03:58:23Z,-34.595491,-58.408328,1,0101000020E61000004205871744344DC0FB07910C394C41C0,,,NEW Comfortable StudiO in RECOLETA :-),Apartment,ARS,nightly
2342,23161970,36607043,Entire home/apt,,,,"Almagro, Buenos Aires, Argentina",0,,2,0.0,1.0,464.0,0,,2018-02-09T03:58:23Z,-34.604523,-58.416665,1,0101000020E6100000A5315A4755354DC004577902614D41C0,,,"Apartamento para parejas o solos, Almagro (CABA)",Apartment,ARS,nightly
2343,23060737,3449314,Entire home/apt,,,,"Buenos Aires, CABA, Argentina",0,,2,0.0,1.0,464.0,0,,2018-02-09T03:58:23Z,-34.601961,-58.399581,1,0101000020E61000002E8D5F7825334DC0D63BDC0E0D4D41C0,,,Loft amplio y Luminoso zona inmejorable,Apartment,ARS,nightly
2344,17276581,32533284,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",3,4.5,1,1.0,1.0,404.0,0,,2018-02-09T04:17:18Z,-34.597404,-58.394375,1,0101000020E610000014AE47E17A324DC0F23FF9BB774C41C0,,,Design &amp; Creative Studio in Recoleta,Apartment,ARS,nightly
2345,15815645,102271707,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",2,,2,0.0,1.0,525.0,0,,2018-02-09T04:17:18Z,-34.596559,-58.39311,1,0101000020E610000083DDB06D51324DC03691990B5C4C41C0,,,Dpto en Recoleta muy luminoso y cómodo,Loft,ARS,nightly
2346,23105666,34338359,Entire home/apt,,,,"Recoleta, Buenos Aires, Argentina",0,,2,1.0,1.0,525.0,0,,2018-02-09T03:58:23Z,-34.592339,-58.409448,1,0101000020E6100000D0B4C4CA68344DC09B92ACC3D14B41C0,,,Departamento amplio en Recoleta 2 ambientes,Apartment,ARS,nightly
2347,16192230,12251950,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",51,5.0,2,0.0,1.0,464.0,0,,2018-02-09T03:58:23Z,-34.605304,-58.390743,1,0101000020E61000000A12DBDD03324DC0A911FA997A4D41C0,,,Apartment in the Buenos Aires Downtown,Apartment,ARS,nightly
2348,4275913,21652523,Entire home/apt,,,,"Gerli, Buenos Aires Province, Argentina",0,,2,0.0,1.0,525.0,0,,2018-02-09T05:09:27Z,-34.691269,-58.375016,1,0101000020E610000006BD378600304DC08BDEA9807B5841C0,,,buenos aires edok,Apartment,ARS,nightly
2349,21918739,107243265,Entire home/apt,,,,"Recoleta, Buenos Aires, Argentina",7,4.0,2,1.0,1.0,343.0,0,,2018-02-09T03:58:23Z,-34.593632,-58.412537,1,0101000020E6100000EAB12D03CE344DC0F6ED2422FC4B41C0,,,Departamento en Palermo/Recoleta,Apartment,ARS,nightly
2350,21406307,151435120,Entire home/apt,,,,"Sarandí, Buenos Aires, Argentina",2,,2,1.0,1.0,464.0,0,,2018-02-09T05:09:27Z,-34.676401,-58.355152,1,0101000020E6100000F38DE89E752D4DC0A8FDD64E945641C0,,,Apartamento con cochera propia incluida !,Apartment,ARS,nightly
2351,15164258,96219775,Entire home/apt,,,,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",42,5.0,2,1.0,1.0,525.0,0,,2018-02-09T05:09:40Z,-34.644682,-58.462656,1,0101000020E61000002BA6D24F383B4DC0F22895F0845241C0,,,"Monoambiente luminoso a la calle en Flores, CABA",Guesthouse,ARS,nightly
